Stimulation_Day5_Donor1_IL-15	Stimulation_Day5_Donor1_Mabkine	Stimulation_Day5_Donor2_IL-15	Stimulation_Day5_Donor2_Mabkine	Stimulation_Day5_Donor3_IL-15	Stimulation_Day5_Donor3_Mabkine
ADRM1	187.2927	184.0988	181.0334	223.0104	211.7746	253.6024
ADSL	70.80404	68.5262	65.95521	81.84534	66.19749	76.74956
ADSS	30.6697	25.5465	24.0843	24.6899	29.1206	34.9967
ADSSL1	0.240302	0.26157	0.808166	0.20395	0.182416	0.242624
ADTRP	0	0.0507825	0.0597629	0.204924	0.118058	0.117757
AEBP1	0.588148	0.0215143	0.942165	0.173752	0.876305	0.847675
AEBP2	5.274392	4.121453	5.950203	4.073824	6.577957	8.067569
AEN	18.5764	14.6039	19.6976	20.7804	28.4833	30.8159
AES	39.38373	26.87851	53.77661	33.177487	66.68662	41.0412
AFAP1	0.218796	0.0460208	0.1776201	0.207394	0.824897	1.18723
AFAP1-AS1	0.272889	0.127552	0.543301	0.451028	0.587007	1.04934
AFAP1L1	0.204516	0.145766	0.366223	0.168187	0.315055	0.449168
AFAP1L2	22.1864	42.0511	11.37771	36.6061	4.81358	18.10098
AFF1	2.794487	1.934141	3.05998	2.597658	3.341923	3.33975
AFF2	0.0332599	0.08395055797	0.093679289641	0.0565185	0.13033942	0.19452
AFF3	1.757403	1.14905	1.800279	0.994332	2.097002	1.912634
AFF4	2.98273	2.46454	4.06186	2.33977	4.54523	5.25226
AFG3L1P	10.41765	9.05602	10.6636	10.03072	14.82666	17.97605
AFG3L2	11.4851	10.2701	12.288	10.79	14.3259	15.2943
AFM	0	0	0	0.110256	0.317623	0.211146
AFMID	4.559943	3.426932261	6.2775636497	7.03182	6.7325392	8.6565430083
AFP	0	0.0446943	0	0.144305	0.155894	0.621772
AFTPH	4.21516	3.526632	6.33825577	4.90792000045003	9.12909	8.41587
AGA	5.972401	5.620204	8.336468	6.41372	9.07226	6.49655
AGAP1	0.14349100140666	0.0965813211965	0.5982268	0.2140499	1.18758511275	0.3356890116956
AGAP11	0.0776646	0.0986217	0.473712	0.0905721	0.0383745	0.379415
AGAP2	8.241202	6.3604	7.6533713	8.236575	9.249069	9.805669
AGAP3	3.549551	2.813749	2.548298	2.701751	2.83757	1.796348
AGAP4	1.74454	1.30642	3.22708	1.55027	1.77437	3.65284
AGAP5	1.5112	1.25231	1.48007	1.457	1.67351	3.05126
AGAP6	4.43062	2.92936	4.15812	4.30385	5.68068	6.49294
AGAP7	0.741427	0.226089	0.157001	0.323188	0.710378	0
AGAP8	1.73116326	0.911508	0.994756	0.571726	1.74735	1.0427
AGAP9	2.21601	1.5763	2.22667	0.890696	3.16394	2.18894
AGBL1	0.0300432	0	0.122967	0.163293	0.0294108	0.175758
AGBL2	0.641863	0.490925	0.955362	0.31925	1.12484	1.43365
AGBL3	0.326591	0.224811	0.334189	0.342921	0.465046	0.521073
AGBL4	0.152308	0	0.196983	0.241516	0.173284	0.208318
AGBL5	4.31423	4.15597	5.57709	4.16177	5.01389	7.01908
AGER	3.106146070354	2.28541592054	2.930912	2.67017100060179	5.14819300296397	3.350205907
AGFG1	1.100902	0.975966	1.263711	1.313265	1.811183	1.96133
AGFG2	7.07937	5.73823	6.78264	5.42664	6.5731	6.52306
AGGF1	11.7925	10.0185	11.6688	9.69102	12.1572	15.7493
AGK	18.0747	15.4803	21.6705	13.973	24.2005	33.5576
AGL	1.5180966	1.294821	2.3255884	1.2213519	2.885454	3.332449
AGMAT	2.93551	2.62304	4.5028	4.58218	5.56819	8.91463
AGMO	0.289683	0.259623	0.948567	0.483713	1.10607	0.69624
AGO1	7.98828	7.50752	10.4464	7.19529	8.90201	10.2399
AGO2	7.294958	6.752796	9.11136	9.952786	9.110918	10.0558
AGO3	4.65652	3.764994	7.056538	4.92666	6.343181	7.402307
AGO4	1.59852	0.968029	2.83757	1.70541	3.26766	2.7359
AGPAT1	22.77489	18.0246	27.1522000476634	24.068332422	28.02779	26.9634
AGPAT2	19.074287	15.95663	15.7231	21.83065	17.6941	24.02345
AGPAT3	2.310802	1.95482	2.78905	2.67892	4.5199300325161	3.84271000149295
AGPAT4	0.573657	0.526521	0.720927	0.753191	0.996126	0.889646
AGPAT4-IT1	0.361229	0.657163	1.4713	1.22766	1.01356	1.28836
AGPAT5	4.18072	4.77926	2.47587	4.07691	3.78222	5.37336
AGPAT6	10.8916	8.22086	17.2136	12.5187	15.4847	16.7722
AGPAT9	5.391429	2.142958	2.0765558765	4.119788	1.8721572239	7.863257
AGPHD1	0	0.236842	0.186675	0.0954231	0	0.274924
AGPS	1.91734	1.4665	1.60635	1.54004	2.24581	2.97778
AGR2	0	0	0.120785	0.0803517	0.115632	0
AGR3	0	0	0	0.110453	0.158866	0
AGRN	0.154436	0.153558	0.287518	0.333965	0.247533	0.437957
AGRP	1.43497	0.536468	3.73176	0.540156	1.243	3.73656
AGSK1	0	0.10489	0	0.0514462314531	0.059069	0.2123976
AGT	0.0824478	0.173411	0.0843244	0.112005	0	0.0804006
AGTPBP1	5.9833	4.20157	9.33083	5.81037	12.4555	9.27829
AGTR1	0.0471718	0	0	0.0326776	0.0470725	0.5631
AGTR2	0	0	0.0373271	0	0	0.142323
AGTRAP	176.456301	158.3546	140.02616675	155.29393	176.339728	149.40193
AGXT	0.0688355	0.0579099	0.140639	0.233646	0.201883	0.671506
AGXT2	0.0443941	0	0.0907969	0.0301526	0.130313	0.259762
AGXT2L1	0	0	0.05523430739201	0	0.05285237584	0
AGXT2L2	14.113	11.2412	20.3507	16.9446	25.5617	19.1556
AHCTF1	1.82718	1.50563	1.52126	1.78057	2.10199	2.13159
AHCTF1P1	0.0145351	0.01386	0.0475329	0.0201976	0.0163767	0
AHCY	46.2646	56.213954	40.127453	64.936232	33.8862	70.0289
AHCYL1	4.803055	3.94531	5.70032935	5.77363	7.25089	7.48174
AHCYL2	1.196404706	0.893038	1.60207	0.880613	1.47035741957	1.710893
AHDC1	1.53941	1.41535	1.52741	1.4992	1.29014	1.1758
AHI1	5.26640600214815	5.03085	6.2984	8.51124	3.619397	8.552186
AHNAK	19.67069	14.21265	23.571	15.1765	35.2374	24.4712
AHNAK2	0.0444387	0.0560832	0.147939	0.0943989	0.108852	0.140774
AHR	4.03478	4.07298	3.78294	3.30575	3.23841	4.48884
AHRR	5.89841	6.07702	4.74271	6.63273	3.340193113	9.2931200108822
AHSA1	59.8371	54.9578	59.5552	63.0234	64.5405	71.1127
AHSA2	3.87645	2.52306	3.888	1.99073	4.26598	2.31045
AHSG	0.0700284	0	0.429206	0	0.410745	0.273262
AHSP	0	0	0	0.181701	0.521556	0
AICDA	1.26951	1.02976	1.75233	1.07122	2.09948	2.91944
AIDA	4.25088	3.66502	5.24727	5.05957	6.01746	6.91975
AIF1	3.643557	1.1826808	5.76169	6.6330425	4.0243316	4.335634
AIF1L	0.0312225	0.0514080985	0.1232037	0.0212123	0.122256	0.11641
AIFM1	25.10427	23.59565	19.127843	27.68484	22.771673	33.57495
AIFM2	12.17345	8.15001	11.865965	15.67351	10.48099	12.83023
AIFM3	0.186166	0.1151851516	0.333131	0.189659	0.31874700109778	0.635448
AIG1	2.73775	2.30317	3.28866	2.45921	2.99009	4.24241
AIM1	4.18275	2.77604	4.30994	4.06335	4.53574	4.63693
AIM1L	0.829583	0.315744	0.181981	0.791932	0.773728	2.1952
AIM2	0	0.0627865	0.381113	0.101317	0.21884	0.145623
AIMP1	9.18519	8.021908	10.55625	10.5568	10.245928	11.98161
AIMP2	31.7051	30.0269	27.2916	37.7723	29.5976	42.5934
AIP	135.051	128.18	128.384	127.259	158.503	160.753
AIPL1	0.64492929	0.50608	1.1271864	0.60114	1.7042471	1.3546526
AIRE	0.716801	0.449026	0.897008	0.39055	0.728375	0.754933
AIRN	0.148716	0.0625554	0.268027	0.0970571	0.372961	0.278516
AJAP1	0.0520845	0	0.0740135	0.122873	0.106218	0.211649
AJUBA	0.325298	0.2239234	0.208378	0.348203	0.639103	0.677088
AK1	6.42901	5.92178	6.80984	5.37372	7.8245	8.81518
AK2	47.3050352	45.06924235	55.060476	44.9463825	53.9813372	64.1019674
AK3	8.985951	7.058804	9.985142	7.5910814	14.00762	11.419138
AK4	0.29917	0.754818	0.520518	0.58759	0.625207	0.758603
AK5	0.189739	0.0532107	0.0970687	0.0901845	0.3900191	0.308341
AK7	0.12749	0.0268152	0.130444	0.0866147	0.0623992	0.310774
AK8	0.0511354	0.0860405	0.261386	0.138906	0.200087	0.0997445
AKAP1	3.9859681302	3.945081	2.586339221479	4.356861	2.26810014011	4.36321352772
AKAP10	4.16225	4.14867	5.61626	4.93563	8.98087	7.49589
AKAP11	1.85866	1.35753	1.87385	1.40983	1.74109	2.82158
AKAP12	0.494894	0.193507	0.60962	0.500945	0.506955	0.862058
AKAP13	18.043837	10.627103	29.12787	14.25464	37.73606	26.058468
AKAP14	0	0	0	0	0	0
AKAP17A	4.01938	2.84452	2.902956	3.24612	3.566863	3.26469
AKAP2	2.512347	2.17560066	4.958698	2.9218472462	3.8249489	3.80514506
AKAP3	0.104883	0.0882402	0.286131	0.190003	0.102657	0.136361
AKAP4	0.03721480323813	0	0	0	0.109266225397	0
AKAP5	1.73171	1.21429	2.8669	1.2533	5.47101	4.21388
AKAP6	0	0.016574	0.030262	0.0468634	0	0.0384044
AKAP7	2.177389	1.57233	2.283558	1.375882	4.37368447374	2.80324
AKAP8	12.5517	10.5103	14.1463	11.062	15.3306	19.7427
AKAP8L	4.48177	2.18519	3.69674	2.62858	3.1885	2.78157
AKAP9	5.16071884	3.915926	5.79391	4.73115	7.7717	6.87791
AKD1	1.120635	0.6973969	3.000833	1.348307	3.376235	4.632036
AKIP1	24.2417573424	22.88294	17.792734	25.749371	18.86462311705	26.087012
AKIRIN1	9.45814	11.6447	10.6768	8.72944	14.223934	17.7975
AKIRIN2	9.25223	10.2369	10.947	11.1564	12.8882	12.2511
AKNA	48.074	36.8612	55.7925	44.8914	56.8633	46.4128
AKNAD1	0.0344484	0.0305554	0	0.0962152	0.106638	0.20154
AKR1A1	53.39191	48.33882	54.8372755	53.89143	56.30241	76.48286739
AKR1B1	102.091	97.6185	112.462	118.186	121.729	127.054
AKR1B10	0.54379	0.899367	0.993428	0.863848	0.873221	0.335585
AKR1B15	0.608328	0.82327	1.45011	1.28482	0.792978	2.63746
AKR1C1	0	0.0942818	0	0.185503	0.292009	0
AKR1C2	0.0931045	0.255991	0.454513	0.3156723	0.392675	0.492581
AKR1C3	10.902558	2.330869	42.628622	6.24282	97.53175	42.931042
AKR1C4	0	0	0.100747	0.0651825	0.380413	0.190631
AKR1C6P	0.247737	0.338576	0.68541	0.221191	0.243545	0.961375
AKR1CL1	0.151793	0	0	0.103085	0.14849	0.0986947
AKR1D1	0.60404900133411	0.4635080294861	0.917006	0.615899	1.222080131137	1.6150000139384
AKR1E2	0.226407	0.20974	0.154148	0.112799	0.0737621	0.162173
AKR7A2	46.5347	45.3331	48.8416	43.2685	46.3214	54.5555
AKR7A2P1	0.339144	0.498412	0.172806	0.574371	1.24251	0.495495
AKR7A3	0.428264	0.661801	0.385564	0.219657	0.368938	0.199751
AKR7L	0.936578	1.013354	1.105929	1.839	1.769910113581	1.60093
AKT1	29.9377887955	21.6515	28.97602	24.15644678	32.70221	27.6603
AKT1S1	0.844069	0.659385	0.6777401	0.81869175	0.837589	1.148376
AKT2	6.72642	5.483590729	8.242507	5.96519	9.91193	6.38876
AKT3	1.31584	1.0442377	1.61511	0.991955	2.142922	1.97154
AKTIP	11.6372	9.41936	10.614113	12.37125	10.45257	14.11901
ALAD	9.76279	7.54543	10.3948	9.0157	14.1886	11.6814
ALAS1	34.0997	29.10184	33.80236	31.66477	43.0229	47.5166
ALAS2	0.0565766	0.0475975	0	0.217028	0	0.110366
ALB	0	0.0401546	0.0976036	0.0972462	0.0933901	0
ALCAM	0.79356	0.815323	0.606233	1.455885	0.245907792	2.420924
ALDH16A1	3.4969119762	6.2558991	3.258653	3.78256	4.4555697	5.9588
ALDH18A1	12.945082	12.370998	16.72106	11.74194	19.32127	22.22872
ALDH1A1	0	0.0379664	0	0.521059	0.176617	1.40831
ALDH1A2	0	0.0552514	0.100786	0.0446155	0.138535	0.128069
ALDH1A3	0.0900761	0.0252611	0.0921706	0.040799	0.17636	0.117102
ALDH1B1	6.08161	6.50211	6.49373	5.21356	6.58636	9.04909
ALDH1L1	0.0353773	0	0.33815	0.2227891	0.0939244	0.137985
ALDH1L1-AS1	0	0	0.332365	0	0	0
ALDH1L1-AS2	0	0.0775258	0.0942272	0.0312929	0	0.179734
ALDH1L2	0.292271974	0.314420746	0.497474	0.504486963	0.78822511653	0.832204088
ALDH2	0	0.190071	0.173189	0.31998	1.724822	0.306372
ALDH3A1	0.06149765	0.283679	0.375943	0.124892	0	0
ALDH3A2	9.73152	7.583788	11.546302	8.502437	10.437729	16.10448
ALDH3B1	2.07839	1.099132	2.85194	3.268389	1.698720339508	4.7863100850862
ALDH3B2	0.0427413	0	0.328077	0.10894	0.334582	0.166723
ALDH4A1	2.23627	2.698812891	2.52377	3.162657	2.28032	2.8467
ALDH5A1	1.46618	1.224848	2.30707	1.723463	2.98082	2.82071
ALDH6A1	4.33067	4.46272	4.2583	3.83496	4.42954	4.30872
ALDH7A1	0.268633	0.209076	0.502527	0.279412	0.556108	0.477675
ALDH8A1	0.396050523	0.62463524	0.835508	1.00786377	1.61183	1.2885315
ALDH9A1	33.0832	25.8247	36.6683	26.8147	44.6372	41.991
ALDOA	1976.400571	2626.95275	1671.086579	2605.297758	1384.818629	2025.09796
ALDOB	0.0880147	0.0370238	0.135011	0.0597803	0.0430597	0.0858324
ALDOC	14.616	15.0907	19.481	14.1177	21.4349	18.5351
ALG1	13.3041	12.3978	17.0767	13.8357	18.5677	19.4525
ALG10	1.01565	1.07389	1.95824	0.861539	1.83885	2.72136
ALG10B	1.88021	1.41756	2.35095	1.80913	2.64082	3.18554
ALG11	6.813117	5.282413	9.23577	6.10942	11.54364	14.93588
ALG12	18.2892	18.9115	28.6525	17.1949	24.7705	27.5887
ALG13	2.42612252	1.996195	2.511787	2.460855	4.2390791	4.599743306199
ALG14	3.27075	3.0266	2.1125	2.51428	3.19299	4.68215
ALG1L	4.71534	1.75658	6.26002	4.0943	5.99589	4.06776
ALG1L2	0.243093	0.506688	1.29177	0.494366	1.06269	1.6649
ALG1L9P	1.410276	1.11571	1.903447	2.427436	3.004375	4.284186
ALG2	9.5756	10.44799	12.5936	12.46439	13.6293	17.61872
ALG3	23.1993	26.370979	24.134287	31.23866	27.827608	34.10445
ALG5	28.65978	21.8233	33.0437	33.1768	36.9145	36.4272
ALG6	4.95671	4.61608	7.68731	6.26915	9.00245	10.5171
ALG8	13.46958	12.3813	17.24996	17.20722	15.55623	15.96797
ALG9	3.352133	2.81797	4.50572	3.089116	5.10593	5.083832
ALK	0.0823391	0.0692755	0.168605	0.123107	0.129031	0.192645
ALKBH1	1.89321	1.86979	2.73609	1.98485	2.81921	4.25429
ALKBH2	4.614839	3.601566	6.16783	5.799577	5.45813	9.89128667106
ALKBH3	19.6625	17.0733	22.9544	24.9313	22.9282	29.3204
ALKBH4	12.4295	9.85995	12.4382	10.5097	17.1858	15.9095
ALKBH5	10.125	7.48899	10.6731	9.91312	10.4806	9.36517
ALKBH6	35.38879	35.23916	32.10417	36.82468	37.67115	37.89181
ALKBH7	31.2173	29.872	23.0215	20.7283	23.1847	16.9127
ALKBH8	0.949517	1.44658	1.89102	1.55189	3.31666	3.35272
ALLC	0	0.0646981	0	0.0521986	0.150324	0
ALMS1	0.702943	0.451898	0.850317	0.396156	0.983566	0.677585
ALMS1P	0.0691181	0.0581476	0	0.103566	0.405419	0.674266
ALOX12	0.770962	0.419693	1.25212	0.800845	1.19804	2.65362
ALOX12B	0.0425971	0.0358374	0.566333	0.0289332	0.166727	0.415402
ALOX12P2	1.18734	1.16004	3.21259	1.82124	2.69885	3.66018
ALOX15	0.363236	0.271085	0.823621	0.519565	0.552642	0.550945
ALOX15B	0.353655	0.251817	0.22144	0.290433	0.428917	0.500382
ALOX15P1	0	0	0	0.252565	0.544785	0
ALOX5	0.0447085	0.2496023	0.612998	0.0910978	0.481191	0.436004
ALOX5AP	80.1042	63.7682	176.903	158.62203	253.373458	168.112
ALOXE3	0.0651218	0	0.0666287	0.132726	0.12749	0.301542
ALPI	0	0.0351265	0.128104	0.113439	0.163425	0.0814313
ALPK1	2.88765649511	1.478727831757	3.73442153031	3.3821903252	4.2412430907	5.682035
ALPK2	0.0563622	0.011855	0.07214	0.191529	0.041405	0.0274716
ALPK3	0.0655596	0.0630385	0.143879	0.10822	0.0917519	0.091293
ALPL	0.0462434	0.0369433	0.044906	0.119301	0.135732	0
ALPP	0.223146	0.420868	1.19142	0.427281	1.07797	1.42341
ALPPL2	0.0854825	0	0.180599	0.0922478	0	0
ALS2	3.65791	3.180537	5.4158	3.78892	5.66164	6.240091
ALS2CL	1.05314	0.520621	0.920141	1.050065	1.3198063	2.006387
ALS2CR11	0.2036145	0.1284756	0.4568526	0.2544723	0.124214	0.613281
ALS2CR12	0.835547	0.328039	0.7971	0.364399	0.839809	0.760624
ALS2CR8	1.158145	0.70045	1.337683	0.884936	1.156275	1.87451
ALX1	0	0	0	0	0	0
ALX3	0.599721	0.504528	0.459366	0.712372	0.95252	1.17018
ALX4	0.0568016	0.0477894	0.0775332	0.0643342	0.111255	0.11075
ALYREF	15.1544	14.7706	12.4726	14.6046	12.6536	20.4006
AMACR	2.449099	2.24114	4.46463	4.34977	4.346695	8.1196
AMBN	0.0539769	0	0.441403	0.0366539	0.158388	0.210582
AMBP	0	0	0.237591	0.157916	0.075795	0.15133
AMBRA1	5.210808	3.901926	6.49258	4.225233	8.137295	7.54151
AMD1	16.1485	16.4274	17.1434	18.2262	23.386919	36.397583
AMDHD1	0.302223	0.296638	1.95688	0.855188	2.11882	1.27727
AMDHD2	19.818658	19.468659	23.2071	26.051728	27.93896	29.74864
AMELX	0	0	0.167231	0.222696	0.320302	0
AMELY	0	0	0	0	0.146631	0
AMER1	0.223357	0.141434	0.355889	0.137632	0.198652	0.269637
AMER2	0.112306	0.0629902	0.0676521	0.05086	0.161811	0.584066
AMER3	0.8089596657906	0.547086424204	1.14342825009139	0.623999680862	1.54030862677	2.041479256532
AMFR	19.9318	19.493	16.7811	15.3734	21.7435	26.8302
AMH	0.321116	0.135077	0.382961	0.109031	0.157048	0.313193
AMHR2	0	0.0587099	0.2986128	0.142122	0.204665	0.5699525
AMICA1	3.65024	0.837526	3.67455	2.10313	3.815502	5.61011
AMIGO1	0.129484	0.326808	0.26484	0.0586321	0.211165	0.925994
AMIGO2	2.043214	1.741898	2.233913	1.248016	4.0541	2.697956
AMIGO3	3.48405	3.73878	4.1825	2.63248	2.78371	4.85328
AMMECR1	1.24211	1.06111	1.63111	1.42847	2.02114	2.243456
AMMECR1L	3.28445272	2.80837	3.14155000072719	3.944444	4.7555	6.50209046896
AMN	0.283255	0	0	0.0961404	0.138447	0.414494
AMN1	1.07167	0.26022878089	0.83915	0.346563	2.107863	1.8100653888
AMOT	0.192719	0.112253	0.197329	0.060451	0.1690081	0.0867089
AMOTL1	2.00558	1.2838	2.37456	2.1548	2.60045	3.51447
AMOTL2	0.145699	0.0350234	0.0639195	0.127296	0.101913	0.121751
AMPD1	0.0446290783	0.11263931	0	0.060623379	0.087332424	0.087045496
AMPD2	9.756675104	9.353487	9.43226	9.903741	10.032009	16.21525
AMPD3	2.157589	1.187929	2.580467	1.431595	2.657103	2.135496
AMPH	0.223108	0.214521	0.750055	0.281498	0.717591	0.745857
AMT	4.436521	3.183633	6.2105	3.62174	6.7201100029088	5.481528695511
AMTN	0.116708	0	0.237961	0.316592	0	0.227846
AMY1A	0.1530384	0.2255244	0.1367667	6.59325e-08	1.352535e-07	4.95417e-08
AMY1B	0	0	0	0.1606788	0.1411704	0.462252
AMY1C	0	0	0	2.228181e-07	4.26096e-07	1.871085e-07
AMY2A	0.134554	0.148285	0	0.163936	0	0.795247
AMY2B	0.764333	0.290417	0.595604	0.114223	1.14208	1.32376
AMZ1	0.683065	0.279363	0.757862	0.470872	0.4599	0.681771
AMZ2	20.31411	19.141983	19.9043500247557	22.08522	23.72629	24.85635
AMZ2P1	1.03869	0.848092	2.09733	1.86532	1.70646	1.55036
ANAPC1	4.18244	3.45039	4.52826	4.69339	6.35332	9.79184
ANAPC10	3.643452	5.561046	4.526659	4.982897	5.6098878	6.2742567
ANAPC11	424.98795	397.9772	320.08449	396.02505	279.31363	325.0707
ANAPC13	10.26719	7.163818	12.57149	8.302717	13.12474	14.18327
ANAPC15	33.059	37.5303	34.5502	37.9936	37.4244	35.7419
ANAPC16	34.745056	32.411671	42.018584	39.798513	45.322223	39.841355
ANAPC1P1	0	0.162969	0.853343	0.303723	0.445044	0.627533
ANAPC2	2.123	1.88534	2.89533	1.84269	1.88525	2.60696
ANAPC4	6.31992	5.78521	7.52121	5.21091	10.658	8.99237
ANAPC5	72.4131	62.8104	77.285	57.0497	86.2612	96.085
ANAPC7	12.89811	12.33557	21.39438	14.88544	24.46552	25.73509
ANG	0.4955295364	1.250461	0.899907	1.020720028445	1.267161	1.74709
ANGEL1	2.36024	2.66902	2.75327	1.68995	5.44188	4.3054
ANGEL2	3.45056	2.42792	5.23267	3.20563	4.95399	6.38471
ANGPT1	0.1201093	0	0.0737756	0.1305793	0.047041	0.0936796
ANGPT2	1.378276	0.740072	1.27736000071001	1.137945	1.906713	2.223876
ANGPT4	0.225674	0.379717	0.691984	0.3831	0.275897	0.330172
ANGPTL1	0.0591541	0	0.211857	0.0401902	0.11582	0
ANGPTL2	0	0.049392	0.060074	0.17949	0.229891	0.171722
ANGPTL3	0.101246	0	0.517544	0.171894	0.346649	0.789953
ANGPTL4	0.182726	0.431519	0.524245	0.386985	0.83608	1.11176
ANGPTL5	0	0	0	0.0613284	0	0.264176
ANGPTL6	0.516276	0.600757	0.687396	0.29792	0.795097	0.415299
ANGPTL7	0.0958657	0.282283	0.196039	0.390644	0.187577	0.654455
ANHX	0.370818	0	0.0631541	0.0419614	0.302171	0
ANK1	0.137165	0.187454	0.203585009	0.30836736	0.2491832	0.60248158198425
ANK2	0.0385704163356	0.0216340204351	0.0921579	0.0690793	0.062968844301	0.20052612317
ANK3	0.5285	0.18401171	0.5275121	0.3455022	0.4450221	1.135379
ANKAR	0.68361	0.634643	1.37527	0.816904	1.43107	1.88454
ANKDD1A	0.81605	0.630457	6.56875	3.87861	3.27225	4.03061
ANKDD1B	0.0802661	0.067525	0.163912	0.108952	0.156875	0.469879
ANKEF1	1.55847	1.0645900172555	2.867301	1.82044	3.36035	2.048518
ANKFN1	0.0440073	0.0740476	0.270022	0.0896705	0.0430597	0.0858324
ANKFY1	4.226419	3.154	6.21448	4.0450500100929	6.00263000016375	6.4771220191988
ANKH	2.00056	0.930998	2.45858	1.26645	3.39377	2.95976
ANKHD1	6.53444969024	5.485041	8.540979	3.762478362963	10.07832863	8.44929117
ANKHD1-EIF4EBP3	2.99502	2.30246	3.57121	4.43388	5.52141	5.80378
ANKIB1	2.47865	2.02826	3.54582	2.54979	4.506	5.09747
ANKK1	0.44831	0	0.442949	0.282427	0.498319	0.925637
ANKLE1	8.72928	7.27391	13.9458	9.20155	16.8431	16.1591
ANKLE2	8.63728	7.26684	9.96363	8.9305	10.8575	10.1505
ANKMY1	5.068623	3.628432	5.68714	4.85936	5.25197	6.81369
ANKMY2	5.66657	5.50349	6.43464	7.38663	9.94839	8.12633
ANKRA2	6.30296	3.90509	9.04203	5.24289	11.3285	11.3411
ANKRD1	0.129012	0.110502	0.120045	0.172096	0.518133	0
ANKRD10	32.4269	25.5918	54.8345	29.6862	72.3646	58.9951
ANKRD11	12.613615201	9.41051732	10.737073406	14.3995425151	13.723	14.99054418
ANKRD12	6.1964	4.248226	7.314587	4.793216	9.469342	9.12081
ANKRD13A	8.23677	6.32236	9.11368	6.65041	10.2113	8.76079
ANKRD13B	0.298827	0.363147	0.305733	0.473695	0.162502	0.712253
ANKRD13C	6.25855	5.52655	5.17441	6.37355	7.11218	9.14307
ANKRD13D	21.55365	16.25625	19.23154	25.1031	24.80084	27.93855
ANKRD16	1.13743	0.579049	1.605214	1.23214	2.139681	2.620223
ANKRD17	4.68767	3.56838	4.71669	4.446317	5.7304	7.60294
ANKRD18A	0.035031	0	0.229442	0.0685172	0.167607	0
ANKRD18B	0.104549	0.143595	0.342267	0.0454514	0.133408	0.870074
ANKRD18DP	0.255792	0.153716	0.149524	0.14894	0.0357643	0.498851
ANKRD19P	1.022	1.05022	1.61501	1.41926	1.40829	1.62977
ANKRD2	0.248092	0	0.253289	0.379569	0.0808061	0.322751
ANKRD20A1	0.145204	0.0481855	0	0.529339	0	0
ANKRD20A11P	0	0.0886539	0.919071	0.142973	1.2221	1.59271
ANKRD20A12P	0.0626073	0.158012	1.02358	0.467574	1.22438	1.58782
ANKRD20A19P	0.315854	0.192607	0.604646	0.360732	0.388662	0.552494
ANKRD20A2	0.0300147	0.01992958	0	0	0	0
ANKRD20A3	0.482214	0.2028578	0.847996	0.319392	0.745999	0.752466
ANKRD20A4	0	0	0.0878904	0	1.05332	0.701547
ANKRD20A5P	0.395439	0.166347	0.750937	0.29881	0.53883	0.495713
ANKRD20A8P	0	0.0773702	0.246085	0.0924267	0.36836	0.580275
ANKRD20A9P	2.57578	2.01336	4.48285	3.08608	5.4442	6.05159
ANKRD22	0.161843	0.202942	0.498606	0.326694	0.575249	0.891051
ANKRD23	3.4614	2.4961	2.9923	1.79135	3.02428	3.77729
ANKRD24	0.129664	0.174544	0.291944	0.317168	0.203124	0.505675
ANKRD26	1.808377	1.304165	0.965024	1.16691	2.455819	2.45885183334
ANKRD26P1	0.016858	0	0.0172597	0.0458267	0.0495325	0
ANKRD26P3	0.0561928	0.0236383	0.0862562	0.0381794	0.110027	0.109576
ANKRD27	11.4752	8.47468	13.8025	8.63909	13.1356	13.3978
ANKRD28	1.614989	1.145108	3.099872	2.35882	3.405332	3.21366
ANKRD29	0	0	0.0482108	0.0320225	0.184518	0.0919654
ANKRD30A	0.0472669	0.0596508	0.0483791	0.112412	0.0694234	0.414743
ANKRD30B	0.112584	0.0757764	0.207429	0.198906	0.242534	0.482949
ANKRD30BL	0.2045821	0.207402	0.864245	0.2623141	0.423038	0.511392
ANKRD30BP2	0.405007	0.265043	0.524289	0.427731	0.865107	1.3318
ANKRD30BP3	0	0	0	0.0579215	0.0833926	0.166562
ANKRD31	0.0342128	0.0287847	0.140111	0.0348762	0.234555	0.266822
ANKRD32	3.84057	3.83126	3.81801	3.78372	4.02864	4.60042
ANKRD33	0.110856	0	0.169966	0.225829	0	0.119545
ANKRD33B	0.307376	0.221666	0.944339	0.365606	0.849555	0.535045
ANKRD34A	0.174098	0.122061	0.356308	0.138001	0.681757	0.226331
ANKRD34B	0.0796589	0.0446797	0.0815232	0.0180416	0	0.0517774
ANKRD34C	0.0381682	0.0481686	0.0586109	0.142658	0.0186896	0.260468
ANKRD35	3.81268	3.9176	1.98254	2.97247	3.151	3.22998
ANKRD36	23.5544	14.7574	29.8669	17.1736	39.358	29.434
ANKRD36B	13.7568	8.13893	18.5929	9.85203	23.9947	17.7611
ANKRD36BP1	13.6341	9.9745	22.6045	12.3475	21.3202	18.4951
ANKRD36BP2	0.126524	0.214499	0.324477	0.172601	0.309368	0.495398
ANKRD37	2.59719	2.71184	1.14593	3.37357	2.18179	5.56808
ANKRD39	39.0876	43.8408	39.9575	39.8834	36.5875	47.0283
ANKRD40	7.32051	6.57799	9.93932	6.75829	11.1014	11.2077
ANKRD42	1.04369	0.983492	1.11191	0.898244	1.80211	1.9288
