Coculture_t24h_Donor1_IL-15-1ng-mL	Coculture_t24h_Donor1_IL-15-1nM	Coculture_t24h_Donor1_IL-15-Monalizumab	Coculture_t24h_Donor1_Mabkine	Coculture_t24h_Donor1_Monalizumab	Coculture_t24h_Donor2_IL-15-1ng-mL	Coculture_t24h_Donor2_IL-15-1nM	Coculture_t24h_Donor2_IL-15-Monalizumab	Coculture_t24h_Donor2_Mabkine	Coculture_t24h_Donor2_Monalizumab	Coculture_t24h_Donor3_IL-15-1ng-mL	Coculture_t24h_Donor3_IL-15-1nM	Coculture_t24h_Donor3_IL-15-Monalizumab	Coculture_t24h_Donor3_Mabkine	Coculture_t24h_Donor3_Monalizumab
ACOT4	4.41648	7.28182	2.63836	3.63571	6.72766	9.96831	5.56339	7.77107	9.59126	9.02313	9.6181	6.34165	7.02537	6.79729	8.32834
ACOT6	0	0.154167	0	0	0	0	0	0	0	0.138282	0.18978	0.221672	0	0.344984	0
ACOT7	88.651	116.7086663783	118.5354	123.022200242429	52.0124945195	47.683044	107.362625257	113.433200806167	106.784661051394	63.9661	24.30879	87.34719744489	104.0781	96.240200627407	25.33049
ACOT8	51.794	34.9767	39.3693	34.8684	41.2215	38.9973	23.6083	26.9663	32.0874	37.6196	33.5426	25.5013	24.696	32.2003	36.23
ACOT9	19.9418	17.08962	11.7903	18.94148	14.60492	16.7718	11.938345	11.67888	16.228852	13.034	15.8059	13.6022	15.59731	13.36	13.00212
ACOX1	8.216007	3.668659	3.011068	3.745769	4.607852	4.488109	2.863627	3.06551	3.294537	5.029954	4.47344	2.938634	3.093113	2.907059	5.086414
ACOX2	0	0.062025	0	0.121041	0	0.0747513	0.158205	0.0362598	0	0.166688	0.0762412	0.0893405	0	0.0347637	0.318723
ACOX3	13.18105	7.51026	8.669912	8.738845	12.897464	5.68297	3.6373	4.83947	5.334079	10.72824	7.43538	3.671526	5.51666	3.9882	8.26969
ACOXL	6.67768	2.7719	3.05678	3.96913	6.75389	8.49626	2.11331	3.66385	3.48391	11.2816	6.44392	2.47378	2.03297	3.2424	7.12118
ACP1	85.27412	61.449752	50.613458	66.67879	51.550772	43.085238	55.5758	52.516286	65.707375	56.752209	39.16022	46.895026	47.815895	54.38863	43.820984
ACP2	24.053089	15.501447	16.711867	14.939188	19.600275	17.163707	14.461404	14.6708	18.326	26.283406	16.6682	16.961641	20.7927	20.8616	17.7016
ACP5	56.6723	9.1394	5.48103	2.76341	17.7672296009	54.006696	16.6051	12.28357	13.94972	40.8813	188.38854	47.32457	46.11054	47.96327	153.76571856
ACP6	5.05305	1.44891	0.53702	2.04039	2.36537	2.03868	1.28365	1.50493	2.4157	2.23592	4.75072	3.30325	4.81326	4.46477	6.418
ACPL2	3.94247	1.220199	1.50938	2.83507	1.71368	3.25544	1.07368	1.3489892	1.414145	3.78518	3.18764	1.310648	0.713797	1.21772	1.659677
ACPP	0.295086	0.30768	0.442102	0.258449	0.408766	0.319511	0.3301748	0.2270051	0.0732157	0.392278	0.434664	0.221158	0.101565	0.393552	0.495597
ACPT	0.363113	0.332625	0.443504	0.0539729	0	0.267756	0.495346	0.517715	0.431135	0.0993906	0.136393	0.239333	0.849749	1.11747	0.571321
ACR	0.0594006	0	0	0.0529803	0	0	0	0	0	0	0.133868	0	0	0	0.186899
ACRBP	0.167972	0	0.102654	0.0375058	0.410937	0.0927661	0.147204	0.224752	0.213777	0.620346	0.567496	0.110776	0.0589763	0.301726	0.527518
ACRC	3.02759	0.532406	0.325872	1.64639	2.95753	1.12211	0.282825	0.544993	0.616765	2.18541	1.74467	0.511422	0.54438	0.721399	2.54331
ACRV1	0.0880477	0.322659	0.537133	1.253667	0.432789	0.555579	0.784189	0.470043	1.515469	0.244736	0	0.490689	0.494346	0.902398	0.138947
ACSBG1	0	0	0.3499079	0.116296313	0.12705666	0.05738639	0.181476	0.08359391	0	0	0.23419388	0.20593142	0.036534785	0.053421866	0.16307903
ACSBG2	0.228672	0.261804	0.139822	0.23001	0.558693	0.0630805	0.200298	0.122479	0.29112	0.281393	0.128704	0.150868	0.200754	0.293529	0.403374
ACSF2	4.37254	1.98646	3.72073	0.531415	4.19039	4.94293	1.30761	1.53579	1.88792	5.79785	5.11998	1.38444	2.70223	3.30406	5.15932
ACSF3	9.620690336573	7.8145800168948	12.03224634	8.7771040221225	15.809377	8.462557	8.975983	7.218624	9.43657600585602	10.777962	8.892826402	10.2350010550506	8.125313	8.8252520882935	8.846255
ACSL1	7.79638	8.72319	8.08711	7.92815	9.90847	8.55287	7.29599	6.11593	8.61742	12.9863	4.25113	3.76596	3.35911	3.17856	4.24952
ACSL3	5.83036	4.42599	2.544976	3.626513	2.990824	4.71215	2.76305	2.259718	2.7804	3.28265	3.14339	2.765687	3.36094	3.00249	4.66848
ACSL4	4.372963	2.627026	2.51214	2.110859	2.65213	2.89557	2.39665	1.456565	2.26092	2.05506	2.51396	2.316331	2.43451	2.582168	1.549128
ACSL5	24.78447	17.866234	11.59104	15.745172	12.73888	9.391742	12.2734630514	11.00878	10.863723	13.68497	13.65075	13.5096	14.4442	13.62313	18.996904
ACSL6	0.69287901161988	0.9255277	1.5184001262675	1.5795958	1.49566044044019	1.11400152595	0.359092	0.4113707	0.4002906354	0.599529	0.700137000385893	0.475698	0.444832	0.485935	0.5935830186073
ACSM1	0.268766	0	0	0	0.0938985	0	0.0897154	0	0	0.0630149	0.259405	0.0506478	0	0	0
ACSM2A	0.286513	0.238561	0	0.069878	0.254485	0.181542	0	0.0279056	0.0795878	0	0	0.137486	0.0365878	0.0534989	0
ACSM2B	0	0	0.0390412	0	0	0.13175700735524	0.03786720379262	0	0	0.157177	0.287563	0	0.04553550291923	0	0.1017070160174
ACSM3	0.870625	0.701623	0.188949	0.588523	1.374239	0.243966	0.59862	0.258038	0.260658	0	0.372048	0.356798	0.0517242	0.532171	0.7350310142168
ACSM4	0.36564	0	0	0	0	0	0.0534125	0	0	0.150057	0.102956	0.0602769	0	0	0.358986
ACSM5	0.0322353	0.17715	0.157661	0	0.315143	0.0711578	0.0753046	0	0	0.105791	0	0.170121	0.0452775	0.0661968	0.151693
ACSS1	25.04180247692	3.84904500783711	3.5826619	6.897026	13.9559542	13.0736200568563	5.25581	3.2911278794	3.6596080685224	12.1343700234411	16.146608843	5.0602563169	6.017554	5.466611281275	18.86513010813
ACSS2	0.108347	0	0.596275	0.0242207	0.386446	0.119539	0.0316324	0.116073	0.0275879	0.0888802	0.356147	0.285943	0.342434	0.1064360208186	0.609215
ACSS3	0.606956	0.0484157	0.32656	0.0703264	0.321305	0.349861	0.093893	0.0282158	0.346444	0.0876895	0.176273	0.244312	0.148905	0.111532	0.449392
ACTA1	2.29769	4.06524	3.83429	3.1737	2.38548	3.45178	4.61774	4.39943	3.95338	4.07881	2.43856	5.2683	5.699	4.21935	2.04192
ACTA2	69.2252	19.2468	21.916203424	28.63417	42.5591625	27.72819	19.0516	21.35583	24.1635904	39.771025308	26.76217	7.16687	7.12288	14.06711	22.32149
ACTB	11974.9	18612.2	14691.5	15309.7	12618.6	13342.5	21920.7	19825.2	20040.4	13123.1	12556.9	25076.5	25542.3	20849.7	11537.7
ACTBL2	0	0.101503	0	0	0	0	0	0	0	0	0	0	0.0389176	0	0.130314
ACTC1	0	0	0	0.0373559	0	0.0457109	0.0725917	0.157876	0	0	0.0941963	0.0273531	0	0.0212878	0.0974073
ACTG1	2995.959	3604.6795	3155.78161	2908.10162	2637.485	2846.6883	4016.09825	3736.66599	3823.05644	2700.90067	2632.77212	3919.50492	3696.4375	3187.8234	2552.65239
ACTG1P4	0.0400889	0	0.145956	0.370872	0	0.175818	0	0.0852185	0.0405259	0.0659475	0.18155	0.264969	0.111799	0.106876	0.112075
ACTG2	0.82402	0.25162	0	0	0.15031	0	1.00387	0.220187	0	0	2.16723	1.809963	1.06049	1.690144	1.08138
ACTL10	4.50767	3.6305	4.84524	1.42333	2.56602	3.17544	2.72404	2.41298	3.20497	2.48732	4.55078	3.58815	4.36617	3.43063	2.50093
ACTL6A	26.82409	32.0364	23.103069	27.82376	21.37587	13.77112	30.03071	26.60993	33.269508	22.68325	11.22583	20.434537	25.37632	19.156775	10.75974
ACTL6B	0.473378	0.192719	0.0642621	0	0.128813	0	0	0	0	0	0.11851	0.138705	0.0738599	0	0.248058
ACTL7A	0	0.207164	0.0690672	0.100879	0	0.125037	0.132201	0.0604721	0	0	0	0.0745405	0	0	0
ACTL7B	0.634545	0	0	0.051458	0.141346	0	0	0	0	0.18946	0	0	0	0.650991	0
ACTL8	0	0.156073	0	0	0	0.0941064	0	0	0	0.0699214	0.0959469	0	0	0.131171	0.0668939
ACTL9	0.0570186	0	0.139303	0.152596	0.139702	0	0.0666623	0	0	0	0	0.225515	0	0.0584977	0.179358
ACTN1	6.69708	15.539	19.7079	18.8727	2.80961	1.72147	12.2576	12.2004	17.4503	2.12319	0.7431635	3.52546	4.84764	6.5405	1.4545649
ACTN1-AS1	0	0	0.189891	0.276226	0	0.34754	0	0	0	0.257045	0	0.205112	0	0	0
ACTN2	0	0.0922862	0.020547	0.0150294	0	0.037029	0	0.0180019	0.0171089	0.0826348	0.113382	0.022168	0	0.103515	0
ACTN3	0.1051496	0.0481532	0.0305444	0.178678	0.449476	0.881557095017	0.0920942	0.1374357	0.1874202	0.38815	0.473416	0.1735224	0.1107776	0.4616693304	0.659328
ACTN4	140.391	87.7971	96.772	86.093	88.9829	97.8735	83.4382	91.8891	101.054	133.923	80.5253	77.6962	89.6968	97.3695	88.7052
ACTR10	17.8581	12.3656	8.8937	11.2609	11.5609	19.3432	12.7669	7.60996	11.2476	15.2631	15.2807	12.1315	11.7436	10.0539	14.8157
ACTR1A	81.8309	49.8839	38.4384	48.197	46.6052	41.9201	40.8839	39.8696	50.3198	44.0163	37.3161	40.8353	46.0393	48.167	44.9699
ACTR1B	83.8288	30.611	40.3944	44.9858	58.2258	56.9483	31.8722	36.8282	43.5298	69.2382	46.6837	26.0703	35.7901	32.8889	45.2027
ACTR2	51.8218	33.7818	21.7037	25.2656	33.9892	42.6901	37.1739	24.7752	31.8209	40.441	41.9017	38.553348	38.11	31.1068	47.9247
ACTR3	138.661	154.412	97.701	105.728	132.271	135.055	187.746	110.139	162.59	124.563	120.081	167.426	160.483	128.595	117.247
ACTR3B	1.817097	0.989636	1.98280122067	0.953758	1.829895	0.552874	1.96935	0.6669727	0.82415700190303	1.21819	1.20518	0.7632535	1.42832	1.02689	0.54661458
ACTR3BP2	0.121936	0	0	0.0543715	0.149437	0.269752	0.14258	0	0	0	0.137408	0.30527	0.085605	0	0.151951
ACTR3BP5	0.145957	0.17826	0	0	0.119104	0	0.056863	0	0	0	0	0.0770938	0.0683229	0	0.108258
ACTR3C	4.39986	0.552851	0.730159	0.993615	3.05909	0.938439	0.412979	0.508361	0.513388	1.167232	1.722679	0.815404	0.444582	1.47915	2.02912
ACTR5	9.29841	8.51661	9.67974	9.54728	3.9921	6.58726	6.53107	8.47868	10.1094	7.16486	5.23394	6.71442	6.04496	9.06381	6.84867
ACTR6	9.10693	7.11223	4.445494	4.87133	6.42014	7.1329	4.57288	2.950774	4.38141	6.90857	8.0769	4.034311	4.13601	4.660261	7.217583
ACTR8	4.83399	6.80535	5.55172	4.62672	5.9266	4.88862	3.05613	3.05395	3.69847	6.82147	5.84394	4.20688	5.30804	5.05196	5.95298
ACTRT1	0	0	0	0.0500963	0	0	0	0	0	0	0	0	0.0788486	0.0576109	0
ACTRT2	0.228075	0	0	0	0	0.126102	0	0	0.0580334	0	0	0.0751717	0.160128	0	0
ACTRT3	0	0	0.529472	0	0.192616	0	0.598079	0.0843116	0.84197	0.452393	0.0886817	0.0519409	0.553034	0.323372	0.309069
ACVR1	1.24189	1.43418	0.363194	0.531109	0.197851	1.54888	0.709459	0.636305	0.549946	0.752997	0.790106	0.783761	0.644695	0.609956	0.63487
ACVR1B	0.522039	0.740307497	0.741711	0.738451	0.9451986701	1.843652	2.124991	1.75095	2.59051	1.868169	1.09903	1.5852	0.959485120037	1.15907	1.339458
ACVR1C	0.0347515	0.0163572	0.13115	0.103959	0.021776	0.039357	0.0208437	0	0.00909936	0.0292872	0.080367	0.045219	0	0.0183528	0.0815599
ACVR2A	4.69734	1.34796	0.814361	1.06623	1.38927	2.99487	0.331912	0.318247	0.59793	2.51162	1.93437	0.42118	0.973588	0.644368	2.40631
ACVR2B	0.190817	0.253458	0.258421	0.129897	0.368782	0.392674	0.12383	0.127848	0.147759	0.315594	0.327736	0.18275	0.230911	0.0951857	0.268367
ACVR2B-AS1	2.43596	0.430554	0.847991	0.749964	1.11256	1.73963	0.345027	0.718145	0.624732	0.895658	1.27059	0.678469	0.468217	0.553334	1.24114
ACVRL1	0.72847	0.137386	0.301987	0.304377	0.472618	1.00406	0.370021	0.201204	0.172779	0.549182	0.673547	0.200656	0.261617	0.193991	0.739528
ACY1	23.69996	16.497207	19.43941	20.16898	15.878422	13.059834	17.599126	13.6978784965	15.714317	13.4493	8.50291	11.471388	16.184625	17.068473	9.28556
ACY3	0	3.22874	4.53518	1.12243	0.308602	0.13926	1.10402	0.403767	0.384308	0.206749	0.141862	0.580743	0.795347	2.64697	0.594333
ACYP1	38.2294	33.03029	34.7694	39.6696	28.71054	21.98418	29.34081	24.92881	30.44722	21.67718	13.8378	28.1773	30.8592	28.90033	19.87909
ACYP2	5.59554	2.22327	1.39944	2.34357	4.29905	4.47642	2.20777	3.09868	1.85218	5.09409	3.64736	2.75439	1.41977	1.24454	3.503
ADA	109.903	43.9086	53.4924	63.5088	68.9946	77.2745	71.6385	73.716	90.1494	104.595	42.9884	39.8494	45.0225	47.0822	55.2775
ADAD1	0.207724	0	0.1444782371	0.148427	0.406532	0.172738	0	0.0444717	0	0.204572	0.187143	0.0547973	0.1659982859	0.0426441	0.0652327
ADAD2	0.0765122	0.0700812	0.140298	0	0.187114	0.422434	0.26817	0.0819175	0	0.11138	0.0861549	0.239352	0.0537304	0.0392727	0
ADAL	8.4335	4.21371	5.78114	5.90091	6.29153	7.16963	3.5036	3.178864	3.216418	5.7825	3.114248	4.10634	4.14265	3.925777	4.58921
ADAM10	13.128	3.59817	1.99858	2.71466	5.64949	6.77681	3.49679	1.73011	2.61523	6.18896	6.43457	3.82488	3.55189	3.43623	7.25083
ADAM11	0.0864442	0.0316684	0.126911	0.201131	0.0421929	0.0762426	0.242195	0	0	0.0850706	0.311265	0.159745	0.315748	0.0532814	0.18953
ADAM12	0.0123983	0.0227098	0.0151715	0.0200868	0.030243	0.163966	0.078658	0.0265864	0.0228734	0.0609973	0.195282	0.0296357	0	0.0254771	0.211119
ADAM15	5.127483	18.6611970527078	15.222685	13.5512226030096	9.682270778	7.6537097490702	12.5976140006433	15.428068	13.383494	12.3306963421	4.3909959012972	7.295356	7.0245649356618	8.28800381431	5.451395
ADAM17	14.3298	6.75376	7.47714	8.48426	8.76275	9.67185	9.31564	8.96159	9.87833	11.8771	10.8768	9.66649	8.5278	9.05131	14.4315
ADAM18	0.875968	0.0595696	0.0397614	0.3209481	0.0794811	0.287141	0	0	0.0662328	0.160083	0.14644	0.0858078	0.0913513	0.0333892	0.102021
ADAM19	8.06208	33.8601	24.0449	23.9659	2.92268	5.07687	39.3086	36.0619	40.0755	4.69318	5.62789	26.4783	26.8543	25.5918	6.75519
ADAM1A	1.47076	0.349242	0.965968	2.09447	0.598815	1.92321	1.49495	0.787813	0.721246	1.42995	0.858412	0.646923	0.573876	1.17475	0.811298
ADAM2	0.293791	0.215269	0.0359267	0	0.143569	0.194517	0.0343124	0	0.0299211	0.192818	0	0	0.0825343	0.0301685	0.0460698
ADAM20	0.0831797	0	0.0339081	0.0495834	0.203207	0.0611842	0	0.0594053	0.0282392	0.181963	0	0	0.0389468	0.0284732	0.347766
ADAM20P1	0.0508047	0.0930636	0	0.113588	0.496348	0.0560455	0.0889906	0	0	0.0833492	0.228732	0	0.035683	0	0.0796336
ADAM21	0	0	0	0	0.0711608	0	0	0.0311978	0	0	0	0.115289	0.0409097	0	0.0456694
ADAM21P1	0.0768701	0	0	0	0	0	0	0	0	0.0630805	0.173117	0	0	0	0
ADAM22	0.2964025	0.2458361	0.409968846575	0.650386899049	0.4334119036	0.308237812369	0.38022399144	0.104557539164	0.3737864492	0.276485	0.566027448887	0.172683094112	0.124379	0.181935	0.2956927
ADAM23	0.0505615	0.046309	0	0	0	0.16733	0.0295214	0	0.0257496	0.041475	0	0	0	0	0.118877
ADAM28	6.15641	1.999123	0.434747	0.45774	2.168287	8.10265	1.666352	0.970696	0.993431	5.63228	25.15449	2.485975	3.827467	1.988997	37.6353
ADAM29	0.0238998	0.0437791	0.0292325	0	0	0	0.0286583	0	0	0.0392077	0	0	0	0	0.115396
ADAM30	0.0515844	0	0	0	0.0629982	0.170722	0.0301193	0.0276334	0.0788109	0	0.0580613	0.0340361	0	0.0264884	0
ADAM32	0.852577	0.208235	0.312789	0.533603	0.48603	0.501728	0.0995708	0.152218	0.115777	0.373026	0.639807	0.149999	0.279436	0.0583677	0.401041
ADAM33	0.324337	0.124694	0.309145	0.205054	0.356956	0.470249	0.10723	0.147612	0.0463296	0.344368	0.471036	0.217514	0.254663	0.194037	0.731501
ADAM3A	0.3730886	0.113119	0.302039	0.1959554	0.980887	0.340749	0.2186464	0	0.126127	0.4053	0.347584	0.122214	0.0903189	0.0660242	0.387397
ADAM5	0.187218	0	0.228788	0.208935	0.11456	0.413728	0	0.0500872	0.190595	0.230507	0.210873	0.0617247	0	0.0960692	0.0735329
ADAM6	0.0430694	0	0.105281	0	0.73765	0.0951513	0	0.138299	0	0.282785	0.388041	0.0568055	0.060487	0.13262	0.676376
ADAM7	0	0.0414097	0.0829559	0.0404434	0	0.0498663	0.105583	0.0242245	0	0.0741691	0	0.0298349	0	0	0.0708474
ADAM8	218.4429	77.82186	67.20077	69.75584	117.32302	126.41374	65.9829	63.33798	74.22408	117.5947	198.8282	87.0372	92.99296	89.45699	188.9754
ADAM9	1.7486412014113	0.787088282743	0.546463	1.06584	0.54513	0.896082	1.65136	0.399010516	0.884811	0.791506	0.130323	0.764353776	0.36605	0.76474800878803	0.241876
ADAMDEC1	0	0.0643839	0	0.0628157	0.257778	0.352859	0.0410573	0	0.0715805	0.16376	0.158288	0.139101	0.0987299	0.0721683	0.0551482
ADAMTS1	1.55208	1.79556	1.23931	1.08199	0.518281	0.576342	2.44119	2.69702	4.02788	2.17047	1.72802	3.66619	4.15436	1.52733	0.716336
ADAMTS10	2.01405	0.329393	0.110001	0.434472	1.53612	0.832716	0.37788	0.250571	0.128235	1.44527	1.45694	0.261096	0.126314	0.258619	1.80252
ADAMTS12	0.0765624	0	0.0187354	0.0548204	0	0.101275	0.0178744	0	0.0156001	0.0251138	0.0344581	0	0	0.0157312	0
ADAMTS13	1.795824	0.333046	0.4391388	0.554945	2.1710420008179	4.20846	0.433814	0.3052567	0.35548	4.202618	1.86640300091908	0.5491669	0.4209759	0.4334841	3.420657
ADAMTS14	0.4320724	0.3429385	0.3876974	0.2191615	0.2459646	0.6032452	0.402857	0.1235176	0.3081343	0.07085989	0.1944472	0.3422231	0.2631	0.325029	0.292678
ADAMTS15	0	0	0.0325994	0.0119243	0	0.0880891	0.0310965	0	0	0.109229	0.179845	0	0.0374293	0	0.0208525
ADAMTS16	0.0304986	0.0279323	0.0932907	0.0136486	0.037208	0.0336191	0	0	0.0155358	0.0250101	0.205896	0.100649	0	0.109665	0.0955056
ADAMTS17	0.950213	0.0966914	0.148434	0.237439	0.693537	0.807932	0.251205	0.354926	0.558264	0.915361	1.51329	0.311577	0.270858	0.147009	0.574596
ADAMTS18	0.153304	0.140402	0.0312652	0.114365	0.124655	0.197117	0.0447338	0.0547886	0.0780962	0.020951	0.258716	0.0843266	0	0.052503	0
ADAMTS19	0.208544	0.0272852	0.0729045	0.173326	0.145379	0.0985179	0.0869398	0	0	0.317596	0.134082	0.0786549	0	0.0459108	0.30319
ADAMTS2	5.827219	1.9856576	1.8832409	1.7857898	4.451343	3.7038244	2.069969	1.45009	1.8012773	4.56929	4.727854	2.2737727	2.0085432	1.8055462	5.572111
ADAMTS20	0.0527414	0	0.0322682	0.0118033	0.160827	0.0871928	0.0307803	0.0141365	0	0.0648712	0.118677	0.0348129	0.0185245	0	0.0619206
ADAMTS3	0.0129794	0.0475484	0.0317643	0.011619	0.0633244	0.0858293	0	0.0139158	0.0132239	0.0851431	0.116822	0.0171346	0.0182351	0.0266707	0.0812692
ADAMTS4	4.0187	2.02786	1.64519	1.6724	2.00907	2.28102	1.14447	1.02233	1.19233	2.26315	2.51951	1.70074	1.44982	2.05435	2.5528
ADAMTS5	0.0620191	0.0141997	0.0569287	0.0763703	0.0756064	0.11957	0.0271406	0.0166282	0.0315976	0.165252	0.0523231	0.0204718	0.0326768	0.0637309	0.157669
ADAMTS6	0.11387	0.0379221	0.101346	0.0926878	0.201967	0.159694	0.024163	0	0.0421899	0.0679012	0.116455	0	0.101808	0	0.113397
ADAMTS7	0.068913	0.0757367	0.202374	0.225323	0.250727	0.308642	0.0512426	0.147763	0.266798	0.384261	0.0620276	0.0545837	0.0984857	0.0708011	0.234343
ADAMTS8	0.167202	0	0	0.0373961	0	0.368776	0.0244022	0	0.0425802	0.411408	0.188165	0.0275847	0.0293606	0.0429358	0.0982326
ADAMTS9	0.0823073	0.018845	0	0.0736967	0.0501823	0.0906946	0.0120075	0.0110323	0.0104829	0.0337427	0.138891	0.0271666	0	0.0105715	0.0322007
ADAMTS9-AS2	0	0.128829	0.0429904	0	0.0859671	0	0	0	0	0	0.0791815	0	0	0	0
ADAMTSL1	0	0.0702025	0.0234526	0.0171597	0.0467325	0.0422305	0.0492359	0	0.0292892	0.1383267	0.129348	0.055577	0	0.0196913	0.0299868
ADAMTSL2	1.61745	0.62268	0.370203	0.436899	2.35937	1.00356	0.312914	0.333663	0.439518	0.79808	1.30614	0.551409	0.252317	0.614615	1.515485
ADAMTSL3	0.051278	0.0751394	0	0.0183654	0.0750331	0.113006	0.0359075	0.0329915	0.0104495	0.100905	0.0922983	0	0.0288177	0.0105378	0.128391
ADAMTSL4	1.0953095	0.146809	0.133166	0.1194446	0.52206	1.119993	0.280779	0.3148236	0.1904658	0.83276	1.293877	0.387778	0.2626823	0.795616	0.879478
ADAMTSL5	1.97713	1.27165	0.922439	0.762046	0.998099	1.07875	1.11292	0.598442	0.769238	2.5786	2.84141	1.2968	0.919663	1.27426	1.75738
ADAP1	24.6045	43.8387	51.9766	52.3723	23.531	30.0947	32.3185	39.6142	37.0869	39.1605	35.6969	35.6582	37.348	51.0425	36.5411
ADAP2	1.34962	0.727356	0.841923	1.32397	1.69427	1.91959	0.606632	0.590027	0.676496	1.26942	1.9182	0.806572	0.739691	0.5309	1.31279
ADAR	33.583574743	22.5241587	23.6603733182799	20.69487628	20.9868	26.4316515048	24.87767928	19.0209100276762	21.741800003655	22.596827388423	23.7724	24.8680047582	23.2627379	21.86910786	25.7060600582155
ADARB1	1.221325	1.1135476	1.344622	2.194759	0.86967238864	1.376	2.032261	1.5248453	1.5464610414248	1.2419400016344	0.4839957	0.553685	1.4536607	1.086436	0.555267
ADARB2	1.44797	0.567415	0.49458	0.358099	0.930632	1.44898	0.517216	0.343495	0.579014	0.902926	2.55874	0.53838	0.675005	0.603141	2.61822
ADARB2-AS1	0	0.261183	0	0	0	0	0.167132	0	0	0	0.64407	0.187416	0	0	0.226225
ADAT1	15.52249	5.56419	6.02216	4.89216	7.34694	7.16374	6.16275	2.78642	5.43965	8.52583000225126	6.73567	4.91071	5.17889	5.08587	7.05287
ADAT2	4.20855	1.90603	2.7159	1.92226	2.12175	2.52164	2.15632	1.31126	1.53391	2.39647	2.59875	1.51545	1.73741	2.17864	2.84324
ADAT3	3.2517	1.71491	1.70883	3.79003	1.92991	1.96015	2.30337	1.01161	2.07423	3.80165	1.88692	3.11851	2.51872	4.44919	3.32924
ADC	0.143799	0	0.0439506	0.064247	0.439483	0.158759	0.293977	0.115483	0.109822	0.058997	0.647636	0.094851	0.252463	0.184539	0.564133
ADCK1	3.29594	2.18386	1.613389	2.78902	2.468385	1.97185	2.67583	3.033843	2.213461	2.994392	1.223922	1.15643	0.93571147497	2.05193	1.10034
ADCK2	8.81826	7.07861	10.5398	12.7226	7.26549	8.02013	7.40706	7.9584	11.0319	7.31648	6.24675	7.01541	8.07176	9.83408	5.2329
ADCK3	31.5441	8.90451	11.9872	6.94571	13.1647	14.0486	6.01609	6.08532	11.8127	19.1579	20.1614	6.2055	6.12323	6.32162	23.2751
ADCK4	28.6018	10.91599	11.1438	14.95278	19.90548	14.50243	6.93901	8.72162	12.6804	13.47087	11.24591	8.59256	9.27178	8.88638	13.81673
ADCK5	21.6693	16.2327	17.8225	20.5077	17.2411	19.9281	10.6356	18.4114	15.6659	22.2123	16.0563	11.9537	10.6348	13.1477	14.7336
ADCY1	0.381668	0.247251	0.177213	0.150524	0.459105	0.320199	0.343368	0.118712	0.11949	0.357044	0.34847	0.261721	0.187491	0.190112	0.26037
ADCY10	0.0977352	0	0	0.0124979	0.0372696	0	0.048892	0	0.0155615	0	0.0343727	0.141142	0.042918	0.0143446	0.0956637
ADCY10P1	0.61406	0.130667	0.12476	0.964725	0.496989	0.344066	0.240854	0.0358427	0.0694721	0.846447	0.309284	0.311359	0.166046	0.07026	0.424928
ADCY2	0.913501	0.346157	0.363013	0.209947	0.601532	0.434434	0.203586	0.226754	0.258426	0.458145	0.684135	0.307632	0.373126	0.214418	0.718524
ADCY3	36.1461	13.8015	14.1298	19.3304	15.738	23.7169	13.4796	10.2309	16.4705	22.1832	27.3347	13.6656	15.8813	15.2848	30.1201
ADCY4	0.584226	0.04115906	0.2748567	0.0804022	0.0548652	0.2478266	0.0960597	0.1203902	0.2746599	0.10122	0.370359	0.1186213	0.1578256	0.1153971	0.708925
ADCY5	0.0371388	0.0226755	0.0724088	0.0886612	0.0360971	0.2609249	0	0.0951629	0.105509	0.0242642	0.133169	0.03906	0.2702055	0.0381581	0.393778
ADCY6	0.345326	0.136212	0.161593	0.32349	0.656591	0.4327734	0.150356	0.153458	0.267603	0.299265	0.767902	0.270923	0.190533	0.234443	0.357403
ADCY7	26.3161	7.54577	7.94528	7.03475	10.2287	17.076	9.70265	7.84505	8.45715	12.9672	18.6496	8.75037	10.2798	11.3587	18.3627
ADCY8	0.074391	0	0.0455043	0.0332824	0	0.205057	0	0.0199333	0.0189457	0.12202	0.251134	0.0736425	0	0	0.116519
ADCY9	0.340436	0.748278	0.202361	0.287415	0.284641	0.557308	0.420014	0.750988	0.654109	1.10055	0.809719	0.449469	0.273319	0.23987	0.365291
ADCYAP1	0.0241496	0	0	0	0.176929	0.0532765	0	0	0	0.0387069	0.217442	0.0934149	0.0331446	0	0.0756961
ADCYAP1R1	0.23836171237	0.11274256322	0.07308633773	0.1158860440359	0.3473704084	0.26286489847	0.11322506371	0.063246634985	0.16418377974	0.26847344143	0.2777362571	0.0477752607809	0.08941278844	0.0966391859177	0.15831384089
ADD1	57.985225	26.099773	27.944018	35.248898	36.574377	40.530825	24.451161	23.883216	25.07605	38.069506	42.4789	28.4574985	26.726555	27.3250932	45.352409
ADD2	0.0414027	0	0.0500251	0.0541977	0.0985868	0.3137302	0.0935286	0.0221854	0	0.0331223	0.3660898	0.1079636	0	0.0414828	0.0324318
ADD3	17.31202	4.585722	2.48265322	4.073361	9.866976	11.4005	2.737767	2.342402	2.242356	11.00504	15.80682344543	4.431461	5.17176	3.957567	15.8638870011769
ADGB	0.171829	0	0	0.0512679	0.20961	0.063132	0.0668566	0	0	0.0234838	0	0.0189025	0.020117	0	0.112088
ADH1A	0	0.0985327	0	0	0	0.118918	0.0628725	0	0	0.0883115	0	0	0	0	0.253684
